email,partner_name,event_type,literary,palce,city,type,title,body,start_date,start_time,end_date,end_time,,speaker,docs
coffework2020@gmail.com,مقهى كوز القهوة,ورشة عمل,النثر الغير خيالي,نجران,نجران,مساهمة,تأثيث المكتبات,بالمشاركة مع النادى الادبى الثقافي بنجران نقوم بتزويد المكتبات المنزلية بما يحتاجون من كتب حيث يقوم المقهى بتوصيل الكتب الى مقرات المهتمين بالادب بمنطقة نجران وضواحيها,10/1/2023,8:00 PM,10/1/2023,10:00 PM,,-,https://drive.google.com/drive/folders/13KEd2T56XFkGAwYFv4Ml_CqEIMzjEgAZ
coffework2020@gmail.com,مقهى كوز القهوة,محاضرة,دراسات,نجران,نجران,مساهمة,يوم المعلم ، ة,كلمات من الشارع بمنطقة نجران في حب وقدر ودور المعلم العلمى والادبى والتربوى وبناء النشئ بالإضافة الى خصومات لزوار المقهى من المعلمين والمعلمات خلال ذلك اليوم حيث يتم حصر فقط المشاركات الأدبية والشعرية التي تتماشى مع المعاير الأدبية .,10/5/2023,8:00 PM,10/5/2023,10:00 PM,,-,https://drive.google.com/file/d/1kk4bKKBBGyNOFKgS9dsx7259LPGa8Btw/view?usp=drive_link
info@cosefan.art,مقهى كوزفن,جلسة حوارية,ادب الأطفال واليافعين,الرياض,الرياض,فعالية,نادي القراءة,‏ناقشت مناقشة كتاب غازي القصيبي العودة السائح إلى كاليفورنيا ￼,9/7/2023,8:00 PM,9/7/2023,10:00 PM,,أ عبدلله,https://drive.google.com/file/d/1s7IEmhLqAKCfz9uj32F2QkLxgHMrnYmN/view?usp=drive_link
info@cosefan.art,مقهى كوزفن,جلسة حوارية,النثر الغير خيالي,الرياض,الرياض,فعالية,الشعر.. ان تعيش الحياة مرتين,"كيف نقرأ الشعر ؟
هل تُفهم القصيدة أم تُحسّ ؟
هل ينقذ الشعر العالم ؟
هل تحتاج أرواحنا إلى الشعر ؟
هل الشعر صديق جيد ؟",10/5/2023,8:00 PM,10/5/2023,10:00 PM,,محمد ابراهيم يعقوب,https://www.instagram.com/p/Cx0SB5YoM-W/?igshid=MTc4MmM1YmI2Ng==
info@cosefan.art,مقهى كوزفن,جلسة حوارية,النثر الغير خيالي,الرياض,الرياض,فعالية,لماذا ملأ المتنبي الدنيا وشغل الناس ؟,"نبذة عن حياة المتنبي
أسرار تفوق المتنبي على أقرانه ؟
لماذا أحب الناس شعر المتنبي؟
لماذا سمي بالمتنبي؟
قراءة في نماذج من أشعار المتنبي الخالدة.",10/19/2023,8:00 PM,10/19/2023,10:00 PM,,رضوان القادري,https://drive.google.com/drive/folders/1Ve_sP69a73orr605IeWNEDPa904ZdOcM?usp=drive_link
info@cosefan.art,مقهى كوزفن,جلسة حوارية,النثر الغير خيالي,الرياض,الرياض,فعالية,مأساة الرائي,"في هذا الزمن الموقوتْ
يقف الرَّائي وسط المعمعة وحيدا
يتلقى أنباء هزائمه كالعالم
حتى تنطفئَ الدنيا
ويضيع الفارق بين القُبْلَةِ والتابوتْ",10/26/2023,8:00 PM,10/26/2023,10:00 PM,,طارق الصميلي,https://x.com/cosefan1/status/1713651765436915738?s=48
info@cosefan.art,مقهى كوزفن,جلسة حوارية,النثر الغير خيالي,الرياض,الرياض,فعالية,ادب الاساطير الشعبية في السعودية,حديث عن تاثير الاساطير الشعبية في مسيرة الادب السعودي وتوضيح لنشوة فكرة الاساطير لدى البشر,10/14/2023,8:00 PM,10/14/2023,10:00 PM,,ماجد المنيع,https://www.instagram.com/reel/Cy369QwrIIxoajMiefBmvqNKKYnG0l-yovLF8c0/?igsh=a3dndzRwN3RocHI0
sara_salbd@icloud.com,مقهى لاستوريا,جلسة حوارية,الشعر,مكة المكرمة,مكة المكرمة,فعالية,الاديب الصغير,مسابقه للقارئ والكاتب والمؤلف من الاطفال,9/6/2023,8:00 PM,9/6/2023,10:00 PM,,مدارس دار البشرى,https://x.com/cosefan1/status/1712472079151538228?s=48
sara_salbd@icloud.com,مقهى لاستوريا,حلقة نقاشية,دراسات,مكة المكرمة,مكة المكرمة,فعالية,نادي قصه قهوة وكتاب,استضافه مؤثرين من برامج الحوارات(بودكاست),9/11/2023,8:00 PM,9/11/2023,10:00 PM,,فهد التميمي-محمد السعوي,https://drive.google.com/file/d/1K6YmY9gwTa_FYfqf4UItzKgUlGfJlMBJ/view?usp=drive_link
sara_salbd@icloud.com,مقهى لاستوريا,حلقة نقاشية,النثر الغير خيالي,مكة المكرمة,مكة المكرمة,فعالية,ورشه الكتابه الابداعيه,ورشه عمل لتعلم الكتابه الابداعيه,9/24/2023,8:00 PM,9/24/2023,10:00 PM,,ساره الحكمي,https://drive.google.com/file/d/1Isquuw40N7GpFtm_Fmk_uBfwyN0lIMOZ/view?usp=drive_link
sara_salbd@icloud.com,مقهى لاستوريا,حلقة نقاشية,دراسات,مكة المكرمة,مكة المكرمة,فعالية,أمسية شعرية,تعريف بليغ بالشعر و القاء شعر,10/1/2023,8:00 PM,10/1/2023,10:00 PM,,ياسر الدوسري,https://drive.google.com/file/d/1bOSg0G2uHtQUUI_Xcq8lJITC8m6xfvTA/view?usp=drive_link
sara_salbd@icloud.com,مقهى لاستوريا,جلسة حوارية,دراسات,مكة المكرمة,مكة المكرمة,فعالية,انا كاتب,كيف تكتب اثرك و تؤلف كتابك الاول,10/8/2023,8:00 PM,10/8/2023,10:00 PM,,د. ماجدة عبدالله,https://drive.google.com/drive/folders/1z8w7LRM27xnKEKB5C1a5PAhtrpCiFWkC?usp=drive_link
sara_salbd@icloud.com,مقهى لاستوريا,حلقة نقاشية,دراسات,مكة المكرمة,مكة المكرمة,فعالية,مناقشة المنفلوطي,نقد نصوص من كتاب العبرات للمنفلوطي,10/17/2023,8:00 PM,10/17/2023,10:00 PM,,اشراق عباس,https://drive.google.com/drive/folders/1Yzoy7z22P49jGPWycSy2xIIbyZFhDQIw?usp=drive_link
sara_salbd@icloud.com,مقهى لاستوريا,جلسة حوارية,دراسات,مكة المكرمة,مكة المكرمة,فعالية,ساق البامبو,مناقشة كتاب ساق البامبو,10/21/2023,8:00 PM,10/21/2023,10:00 PM,,ريهام الشدوي,https://drive.google.com/drive/folders/13DS7PPFPzsTbIgbsMqxp0hv9h_9izp-W?usp=drive_link
sara_salbd@icloud.com,مقهى لاستوريا,حلقة نقاشية,دراسات,مكة المكرمة,مكة المكرمة,فعالية,من الفكرة للنشر,شرح خطوات البدء في الكتابة الى مرحلة النشر,10/31/2023,8:00 PM,10/31/2023,10:00 PM,,فاطمة المولد,https://drive.google.com/drive/folders/1aKf2MG2BxZs_KPsX0Sf4-TJgsR_SqUIq?usp=drive_link
m.alshikh1990@gmail.com,مقهى لغة القهوة,حلقة نقاشية,ادب الأطفال واليافعين,مكة المكرمة,مكة المكرمة,فعالية,عالم القراءة أسرار ومهارات,أفكار حول الوعي بالقراءة ومهارات استرجاع المقروء,9/16/2023,8:00 PM,9/16/2023,10:00 PM,,خالد الحربي,https://drive.google.com/drive/folders/1-VZAR_Rx06-o6Z03IBuHu5cjNUtJ7ccc?usp=drive_link
m.alshikh1990@gmail.com,مقهى لغة القهوة,جلسة حوارية,الدراسات,مكة المكرمة,مكة المكرمة,فعالية,قصيدة الوطن,حول قصيدة الوطن وكيف تغنى الشعراء بأوطانهم,9/25/2023,8:00 PM,9/25/2023,10:00 PM,,د.سامي الثقفي,https://x.com/makkahnews1/status/1704057982982476026?s=48&t=URFUS0HTF5zFQktwG14Hxw
m.alshikh1990@gmail.com,مقهى لغة القهوة,أمسية شعرية,الشعر,مكة المكرمة,مكة المكرمة,فعالية,مداد من الشعر وحكايا سندسباد,مختارات من الشعر والنثر وتجربة الكتابة,9/30/2023,8:00 PM,9/30/2023,10:00 PM,,د.أديم الأنصاري,https://x.com/coffee_language/status/1706413130958373176?s=46&t=CNvesyCCY48DysI1xqS33A
m.alshikh1990@gmail.com,مقهى لغة القهوة,أمسية شعرية,الشعر,مكة,مكة المكرمة,فعالية,الكتابة الأدبية من التأليف للنشر,تقنيات الكتابة الأدبية والفرق بين الكتابة الأدبية والإبداعية,10/7/2023,8:00 PM,10/7/2023,10:00 PM,,ميس ياسر,https://x.com/coffee_language/status/1708427219989639203?s=46&t=CNvesyCCY48DysI1xqS33A
m.alshikh1990@gmail.com,مقهى لغة القهوة,ورشة عمل,دراسات,مكة,مكة المكرمة,فعالية,حارس السفينة .. ثنائية الوحدة والظلام,حوار حول رواية حارس السفينة وثنائياتها,10/11/2023,8:00 PM,10/11/2023,10:00 PM,,عبد الله ناجي,https://drive.google.com/drive/folders/1s4Ufelus8h6M_DkGZS_YsT6ZYcbtq-oc?usp=drive_link
m.alshikh1990@gmail.com,مقهى لغة القهوة,جلسة حوارية,النثر الخيالي,مكة,مكة المكرمة,فعالية,من حكايا عنترة,تجربة المشاركة في تجسيد دور عنترة في مهرجان عكاظ,10/18/2023,8:00 PM,10/18/2023,10:00 PM,,عبد الله هوساوي,https://drive.google.com/drive/folders/1rV1uJfA8xr6t3t777ChjV7-h_fD6CHBz?usp=drive_link
m.alshikh1990@gmail.com,مقهى لغة القهوة,حلقة نقاشية,النثر الخيالي,مكة,مكة المكرمة,فعالية,رهان الكتابة,حول الكتابة ومهاراتها ومداخلها,10/25/2023,8:00 PM,10/25/2023,10:00 PM,,د.سعود الصاعدي,https://drive.google.com/drive/folders/1tJHjYxFET8xL24GQEv_iBqWU3RZ2_xEa?usp=drive_link
m.alshikh1990@gmail.com,مقهى لغة القهوة,محاضرة,النثر الغير خيالي,مكة المكرمة,مكة المكرمة,مساهمة,ياسر آكل الكتب,قصة للأطفال تحفز لديهم حب القراءة,10/3/2023,8:00 PM,10/3/2023,10:00 PM,,,https://drive.google.com/drive/folders/1qD4mQdkpOhTkQ3vvZ-xixVq9iniNT_vq?usp=drive_link
zainbalheadriti@gmail.com,مقهى مادلين,جلسة حوارية,النثر الخيالي,مكة المكرمة,مكة المكرمة,فعالية,حول كتاب الروح لابن القيم,أربع محاور: فالأول عن الكاتب والثاني عن الكتاب والثالث النقاش عنه، والرابع سؤال تفاعلي تعليقك على الكتاب؟,9/13/2023,8:00 PM,9/13/2023,10:00 PM,,عبداللطيف,https://drive.google.com/drive/folders/1k2DIckMt7l6Cwes1CzwWUj9kaTL7fDAM?usp=drive_link
zainbalheadriti@gmail.com,مقهى مادلين,حلقة نقاشية,النثر الغير خيالي,مكة المكرمة,مكة المكرمة,فعالية,حول كتاب اللغة هوية ناطقة,أربع محاور: فالأول عن الكاتب والثاني عن الكتاب والثالث النقاش عنه، والرابع سؤال تفاعلي تعليقك على الكتاب؟,10/11/2023,8:00 PM,10/11/2023,10:00 PM,,احد اعضاء فريق أداة,https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MDMyMDgzODA0NTY1NDI2?igshid=NjZiM2M3MzIxNA==
zainbalheadriti@gmail.com,مقهى مادلين,حلقة نقاشية,دراسات,مكة المكرمة,مكة المكرمة,فعالية,بين الريشة والمحبرة (2),بين التقاط الريشة وتمريغها في المحبرة، تنشأ أفكار وليدة اللحظة، ننقاشها فلسفيا تساؤلياً بمنهجية P4C ، لنسمح للريشة سكب حبرها على صفحات قناعاتنا، ضمن سلسلة من اللقاءات,10/18/2023,8:00 PM,10/18/2023,10:00 PM,,محمد العمري,https://drive.google.com/drive/folders/1JWY0LCheWl3hOzhYgWKylTn0C-QwseVx?usp=drive_link
zainbalheadriti@gmail.com,مقهى مادلين,محاضرة,النثر الغير خيالي,مكة المكرمة,مكة المكرمة,فعالية,حول كتاب أنا لعباس العقاد,أربع محاور: فالأول عن الكاتب والثاني عن الكتاب والثالث النقاش عنه، والرابع سؤال تفاعلي تعليقك على الكتاب؟,10/25/2023,8:00 PM,10/25/2023,10:00 PM,,أحد أعضاء فريق أداة,https://drive.google.com/drive/folders/1TOEv-qH-5sEp0Ur_Q3fclCLlIvbKreiZ?usp=drive_link
M3geel1993@gmail.com,مقهى محاكاة الواقع,جلسة حوارية,النثر الغير خيالي,جازان,جازان,فعالية,ماذا تنتظر,جلسة حوارية مع الجمهور من مقالات وكتب أدبية,10/21/2023,8:00 PM,10/21/2023,10:00 PM,,فاطمة محنشي,https://drive.google.com/drive/folders/1m2Hi7xgiwonzwVlobzDxXsnzmlSoMFZG?usp=drive_link
M3geel1993@gmail.com,مقهى محاكاة الواقع,حلقة نقاشية,النثر الغير خيالي,جازان,جازان,فعالية,ما الأدب,حلقة نقاش مع قراء ومهتمين حول كتاب ما الأدب,10/24/2023,8:00 PM,10/24/2023,10:00 PM,,عبدالرحمن جبره,0
M3geel1993@gmail.com,مقهى محاكاة الواقع,حلقة نقاشية,النثر الغير خيالي,جازان,جازان,فعالية,مناقشة كتاب زبر,حلقة نقاش مع القراءوالكتاب حول الكتاب الأدبي زبر,10/26/2023,8:00 PM,10/26/2023,10:00 PM,,نايف الحكمي,0
M3geel1993@gmail.com,مقهى محاكاة الواقع,جلسة حوارية,النثر الغير خيالي,جازان,جازان,فعالية,أسس المثالية وأستحالتها,جلسة حوارية مع الجمهور عن مقالات وإقتباسات من الكتب الأدبية,10/28/2023,8:00 PM,10/28/2023,10:00 PM,,فاطمة محنشي,0
M3geel1993@gmail.com,مقهى محاكاة الواقع,جلسة حوارية,النثر الغير خيالي,جازان,جازان,مساهمة,تذكر مكانك,توزيع فواصل كتب على مرتادي مقهى لا شريك,10/30/2023,8:00 PM,10/30/2023,10:00 PM,,-,0
cffbunker@gmail.com,مقهى مخبأ القهوة,جلسة حوارية,الشعر,منطقة مكة المكرمة,الطائف,فعالية,أمسية شعرية,وقفات شعرية,10/2/2023,8:00 PM,10/2/2023,10:00 PM,,ياسر الدوسري,0
cffbunker@gmail.com,مقهى مخبأ القهوة,جلسة حوارية,النثر الغير خيالي,منطقة مكة المكرمة,الطائف,فعالية,أدب الرسائل بين الأزمنة والامكنة,"نبذة عن ادب الرسائل وفنونه وأهميته ,الملامح النقدية والأنسانية في ادب الرسائل الياباني ,والروسي ,والانجليزي.",10/9/2023,8:00 PM,10/9/2023,10:00 PM,,د. نائلة القاضي,https://drive.google.com/drive/folders/1DMsvZMHhIVPE9gqYh3zo28chF3NgaQ-s
cffbunker@gmail.com,مقهى مخبأ القهوة,جلسة حوارية,دراسات,منطقة مكة المكرمة,الطائف,فعالية,التعافي بالفن والأدب,يتكون الإنسان من ثنائية الروح والجسد وثنائية العقل والعاطفة ولأن الفن والأدب في فضاءات المشاعر والأحاسيس الإنسانية، فإنهما على اتصال وثيق بالروح والعقل والعاطفة الساكنة في جسد الإنسان، فهي مؤثرة متأثرة، فاعلة مفعول فيها، ومن هنا كان التعافي بالفن والأدب. وهذا ما سنكشف عن تفاصيله في أمسية التعافي بالفن والأدب بتوفيق من الله وإعانة,10/20/2023,8:00 PM,10/20/2023,10:00 PM,,خالد القرشي,https://drive.google.com/drive/folders/1ro_F8kvdHwtTT_hassX5tmNseJaY2Ryp
cffbunker@gmail.com,مقهى مخبأ القهوة,جلسة حوارية,النثر الغير خيالي,منطقة مكة المكرمة,الطائف,فعالية,شباب قانونيون,"لقاء دوري يجمع شباب متخصصين في الأنظمة والقانون ويبحث اللقاء تأثير قراءة الأدب والشعر في تكوين القانوني والأثر على كتاباته للوائح والأنظمة والصحائف , والتطرق لنماذج عبر التاريخ من ( الأدباء القانونيون) .",10/23/2023,8:00 PM,10/23/2023,10:00 PM,,نادي كفاءات,https://drive.google.com/drive/folders/1YusXkTfHg3b9v0jRPeAE-7f-rnsIhyT6
cffbunker@gmail.com,مقهى مخبأ القهوة,جلسة حوارية,النثر الغير خيالي,منطقة مكة المكرمة,الطائف,فعالية,الصحافة الثقافية,"تاثير الصحافة الثقافية وتجربة الضيف استضافة مدير الشؤون الثقافية والأدبية بصحيفة الرياض للحديث عن دور الصحافة في خدمة الأدب , ودورها في تكوين البنية الثقافية السعودية.",10/28/2023,8:00 PM,10/28/2023,10:00 PM,,عبدالله الحسني,https://drive.google.com/drive/folders/17vnPLPbYhNE0jGI-c_drQajdt_z3wBRY
cffbunker@gmail.com,مقهى مخبأ القهوة,جلسة حوارية,الشعر,منطقة مكة المكرمة,الطائف,مساهمة,فواصل كتب,توزيع فواصل كتب لكل حامل كتاب,10/1/2023,8:00 PM,10/1/2023,10:00 PM,,-,https://drive.google.com/drive/folders/1hKISdtXC_vc2pgU34BzfQBDrgAOsAZom
cffbunker@gmail.com,مقهى مخبأ القهوة,جلسة حوارية,النثر الغير خيالي,منطقة مكة المكرمة,الطائف,مساهمة,كوب قهوة مجاناً,كوب قهوة مجاناً لكل حامل كتاب بيوم القهوة العالمي,10/1/2023,8:00 PM,10/1/2023,10:00 PM,,-,0
cffbunker@gmail.com,مقهى مخبأ القهوة,جلسة حوارية,دراسات,منطقة مكة المكرمة,الطائف,مساهمة,صندوق البريد الادبي,توزيع الرسائل الأدبية بيوم البريد العالمي,10/1/2023,8:00 PM,10/1/2023,10:00 PM,,-,0
cffbunker@gmail.com,مقهى مخبأ القهوة,جلسة حوارية,النثر الغير خيالي,منطقة مكة المكرمة,الطائف,مساهمة,القارئ الصغير,إقامة معرض اورام الأطفال واستضافة القارئ الصغير للقراءة,10/1/2023,8:00 PM,10/1/2023,10:00 PM,,-,0
cffbunker@gmail.com,مقهى مخبأ القهوة,جلسة حوارية,النثر الغير خيالي,منطقة مكة المكرمة,الطائف,مساهمة,توفير الكتب,توفير مكتبة كتب,10/1/2023,8:00 PM,10/1/2023,10:00 PM,,-,0
cffbunker@gmail.com,مقهى مخبأ القهوة,جلسة حوارية,النثر الغير خيالي,منطقة مكة المكرمة,الطائف,فعالية,الكتابة وأثرها في بيئة العمل,التعرف على واحدة من اهم المهارات المطلوبة في هذا السياق بشكل مفصل وهي مهارات الكتابة بشكل إبداعي وإحترافي.,11/5/2023,8:00 PM,11/5/2023,10:00 PM,,جود الحليفي,0
cffbunker@gmail.com,مقهى مخبأ القهوة,جلسة حوارية,النثر الغير خيالي,منطقة مكة المكرمة,الطائف,فعالية,الأدب خلال العصور,رب مالا يعبر اللفظ عنه والذي يضمر الفؤاد اعتقاده بمختلف الأزمان لطالما كانت الكلمة هي ترجمان القلب حتى وان عجزت,11/14/2023,8:00 PM,11/14/2023,10:00 PM,,منال السفياني,https://firebasestorage.googleapis.com/v0/b/domais-events-management.appspot.com/o/users%2FqtVpODLrewZ7l8jHsnHRAK60Yo53%2Fuploads%2F1701570827428000.mp4?alt=media&token=75bb6b9f-dd50-436d-a7a7-d0642adf9802
cffbunker@gmail.com,مقهى مخبأ القهوة,جلسة حوارية,النثر الغير خيالي,منطقة مكة المكرمة,الطائف,فعالية,حبكة,كتابة خيال علمي فلسفي,11/11/2023,8:00 PM,11/11/2023,10:00 PM,,د.امل السفياني,https://firebasestorage.googleapis.com/v0/b/domais-events-management.appspot.com/o/users%2FqtVpODLrewZ7l8jHsnHRAK60Yo53%2Fuploads%2F1701571200719000.mp4?alt=media&token=02746040-c812-419d-8f69-2abdb6b68915
Ceo@mukhmal.sa,مقهى مخمل,أمسية شعرية,شعر,جازان,جازان,فعالية,امسية شعرية,امسية شعرية مع جمعية الأدب,9/23/2023,8:00 PM,9/23/2023,10:00 PM,,-,https://firebasestorage.googleapis.com/v0/b/domais-events-management.appspot.com/o/users%2FqtVpODLrewZ7l8jHsnHRAK60Yo53%2Fuploads%2F1701571091245000.mp4?alt=media&token=11199ccf-fda8-41c6-a9b1-a3c7ff7b8486
Ceo@mukhmal.sa,مقهى مخمل,جلسة حوارية,النثر الخيالي,جازان,جازان,فعالية,جلسة حوارية,جلسة حوارية : رحلة البطل : القصة الرواية من الخيال إلى الكتاب,9/20/2023,8:00 PM,9/20/2023,10:00 PM,,أ. وليد القادري,0
Ceo@mukhmal.sa,مقهى مخمل,ورشة عمل,دراسات,جازان,جازان,فعالية,تدشين إنطلاقة فعاليات و مساهمات الشريك الأدبي,تدشين و إنطلاقة الفعاليات و المساهمات الشريك الأدبي بحضور محافظ محافظة بيش د. تريحيب ال حفيظ وعدد من الادباء و المثاقفين و الكتاب و الموثرين) لدعم الشريك و تعريف النطاق المحيط بالشريك الأدبي.,9/18/2023,8:00 PM,9/18/2023,10:00 PM,,رعاية محافظة بيش,0
Ceo@mukhmal.sa,مقهى مخمل,محاضرة,ادب الاطفال واليافعين,جازان,جازان,فعالية,أدب الأطفال قصة ذكاء القط,قصص للأطفال المنومي بمستشفى بيش العام برفقة قاصه,9/16/2023,8:00 PM,9/16/2023,10:00 PM,,عزيزة مليحي,0
Ceo@mukhmal.sa,مقهى مخمل,حلقة نقاشية,النثر الخيالي,جازان,جازان,فعالية,مناقشة وتوقيع كتاب زُبر,"توقيع كتاب زُبر( كتاب موجّه للإنسان، في وطنه، ومع فضيلته، ووسط علاقاته، وبتفاصيل حياته الأخرى)
تمخّض القلمُ فولد زُبَرًا، ولكنّها هذه المرة من أصداف!",9/15/2023,8:00 PM,9/15/2023,10:00 PM,,أ.نايف الحسن الحكمي,0
Ceo@mukhmal.sa,مقهى مخمل,ورشة عمل,دراسات,جازان,جازان,فعالية,جناج الشريك الأدبي,للمشاركة بجناح المركز الحضاري,9/16/2023,8:00 PM,9/16/2023,10:00 PM,,زوار المركز الحضاري,0
Ceo@mukhmal.sa,مقهى مخمل,أمسية شعرية,شعر,جازان,بيش,فعالية,أدب الرحلة وعجائب المشاهدات حول المملكة والعالم,"ببرنامج يتضمن عدة محاور أهمها أدب الرحلة عند العرب وكنوز ومفاجات ثقافية والثقافات الأصيلة حول العالم , حيث سيعرض بث مباشر لجميع موظفين الهيئات الملكية بمنطقة الرياض والجبيل وينبع وجازان ورأس الخير",10/11/2023,8:00 PM,10/11/2023,10:00 PM,,إبراهيم سرحان,0
Ceo@mukhmal.sa,مقهى مخمل,جلسة حوارية,النثر الغير خيالي,جازان,بيش,فعالية,الأدب فن مسرحي,استضافة كاتب ومخرج مسرحي في جلسة حوارية ومناقشة كيفية تجسيد مسرحية ابتداء من الفكرة وكتابة النص وحتى العرض و التمثيل,10/12/2023,8:00 PM,10/12/2023,10:00 PM,,عبدالله عقيل,0
Ceo@mukhmal.sa,مقهى مخمل,امسية شعرية,الشعر,جازان,بيش,فعالية,ادب الأطفال,إستضافة أطفال روضة الحنان في محافظة بيش بمخمل كافيه وتعريفهم بأدب الأطفال لتنمبة حب القراءة والاطلاع لدى الأطفال وتوزيع كتب قصصية وهدايا رمزية تعليمية,10/17/2023,8:00 PM,10/17/2023,10:00 PM,,عزسزة مليحي,0
Ceo@mukhmal.sa,مقهى مخمل,حلقة نقاشية,دراسات,جازان,بيش,فعالية,حوارت مخمل الشعرية,أمسية شعرية ونقل التجربة للنساء بالتمكين في مجال الشعر,10/27/2023,8:00 PM,10/27/2023,10:00 PM,,لطيفة,0
Ceo@mukhmal.sa,مقهى مخمل,جلسة حوارية,دراسات,جازان,بيش,مساهمة,معا لنقرأ,توزيع فاصل كتاب لمدارس المحافظة,10/1/2023,8:00 PM,10/1/2023,10:00 PM,,,0
Ceo@mukhmal.sa,مقهى مخمل,حلقة نقاشية,دراسات,جازان,بيش,مساهمة,مسابقات ثقافية,مسابقة ثقافية بمنصات التواصل الاجتماعي,10/1/2023,8:00 PM,10/1/2023,10:00 PM,,,0
Ceo@mukhmal.sa,مقهى مخمل,ورشة عمل,ادب الأطفال واليافعين,جازان,بيش,مساهمة,تدشين مكتبة مخمل و مساحة القراءة,التعري بركن القراءة المخصص وتصوير أجواء المكتبة وعرض خدمات ومميرزات استعارة الكتب وتبادلها من مكتبة مخمل كافيه,10/1/2023,8:00 PM,10/1/2023,10:00 PM,,,0
ahnmajrashi20@gmail.com,مقهى مكان,محاضرة,شعر,جازان,جازان,فعالية,مناقشة كتاب,مناقشة كتاب منطق ابن خلدون للكاتب علي الوردي.,9/5/2023,8:00 PM,9/5/2023,10:00 PM,,الاء احمد,0
ahnmajrashi20@gmail.com,مقهى مكان,ورشة عمل,النثر الغير خيالي,جازان,جازان,فعالية,استضافة كاتب,احتفاء بالكاتب وليد كاملي و قراءة في اصداراته الأدبية.,9/12/2023,8:00 PM,9/12/2023,10:00 PM,,وليد كاملي,https://drive.google.com/drive/folders/1D0i2Aiue6rQuMbnC5i_-py7djgYxxDic?usp=drive_link
ahnmajrashi20@gmail.com,مقهى مكان,حلقة نقاشية,النثر الخيالي,جازان,جازان,فعالية,كتاب خطاب في اصل التفاوت واسسة بين البشر,جلسة نقاش حول توظيف الكتابة الإبداعية في الاعداد للمؤتمرات و الفعاليات الأدبية.,9/19/2023,8:00 PM,9/19/2023,10:00 PM,,ماجد عسيري,https://drive.google.com/drive/folders/147FIVFYtakwOthPdNYuqeL0vGUuf6fVn?usp=sharing
ahnmajrashi20@gmail.com,مقهى مكان,محاضرة,دراسات,جازان,جازان,مساهمة,توزيع فواصل كتب تحتوي على اقتباسات أدبية لكتاب سعوديين.,توزيع فواصل كتب تحتوي على اقتباسات أدبية لكتاب سعوديين.,9/12/2023,8:00 PM,9/12/2023,10:00 PM,,-,https://drive.google.com/drive/folders/1ovv-dSY4k6n1Y_qCBFUi-zylgbU29HtD
ahnmajrashi20@gmail.com,مقهى مكان,محاضرة,شعر,جازان,جازان,مساهمة,مبادرة أوقف كتاب,مبادرة أوقف كتاب,9/12/2023,8:00 PM,9/12/2023,10:00 PM,,-,https://drive.google.com/drive/folders/1PPLR11qy94zC5JGq5MqmA6ilvTl_jR1T?usp=drive_link
ahnmajrashi20@gmail.com,مقهى مكان,ورشة عمل,النثر الغير خيالي,جازان,جازان,فعالية,لقاء,بين يدي الشعر,10/3/2023,8:00 PM,10/3/2023,10:00 PM,,محمد إبراهيم يعقوب,https://drive.google.com/drive/folders/1PPLR11qy94zC5JGq5MqmA6ilvTl_jR1T?usp=drive_link
ahnmajrashi20@gmail.com,مقهى مكان,حلقة نقاشية,النثر الخيالي,جازان,جازان,فعالية,ورشة الكتابة الإبداعية,"بين الخوف، والتأثير..
ما الذي يجعل الأمر مثير؟؟

وقفات في الإلقاء و التحدث أمام الجماهير.",10/10/2023,8:00 PM,10/10/2023,10:00 PM,,غالب حمدي,https://drive.google.com/drive/folders/1up8P0W706XSk9hPxhaCqxSskCG6PdHrG?usp=drive_link
ahnmajrashi20@gmail.com,مقهى مكان,محاضرة,دراسات,جازان,جازان,فعالية,مناقشة كتاب,البعد الأدبي في كتاب رسائل من القرآن,10/17/2023,8:00 PM,10/17/2023,10:00 PM,,عبدالرحمن العبدلي,https://drive.google.com/drive/folders/13cLvoNyJk2c_XFjQtvPZUfXOyZ75lutl?usp=drive_link
ahnmajrashi20@gmail.com,مقهى مكان,حلقة نقاشية,النثر الخيالي,جازان,جازان,فعالية,إضاءات حول مجتمعات الأدب الواسعة,لقاء يتحدث عن المجتمعات الثقافية مثل أندية القراءة و الصوالين الثقافية وغيرها,10/31/2023,8:00 PM,10/31/2023,10:00 PM,,حمزة كاملي,https://drive.google.com/drive/folders/14w0SUSKFxlCF5c-ijwfSE5cd3F8Uf8ax?usp=drive_link
ahnmajrashi20@gmail.com,مقهى مكان,محاضرة,دراسات,جازان,جازان,مساهمة,مبادرة أوقف كتاب,تقوم على نشر ثقافة تبادر و استعارة الكتب في المقهى.,10/10/2023,8:00 PM,10/10/2023,10:00 PM,,صالح الميموني,https://drive.google.com/drive/folders/1kGxAuh5V_f2OH0NwIaKMRKNxU8DUTD0T?usp=drive_link
